City citipy;Country code citipy;Country;City ID;City;Country Abbreviation;Longitude;Latitude;Temperature;Humidity;Wind;Clouds
Saskylakh;RU;Russian federation;2017155;Saskylakh;RU;114.09;71.97;-45.08;0;2.52;0
Cravo norte;CO;Colombia;3685702;Cravo Norte;CO;-70.2;6.3;34.85;39;5.72;8
Dikson;RU;Russian federation;1507390;Dikson;RU;80.55;73.51;-27.61;100;3.47;32
Kavaratti;IN;India;1267390;Kavaratti;IN;72.64;10.57;28.02;100;2.77;0
Monrovia;LR;Liberia;2274895;Monrovia;LR;-10.8;6.33;28.0;78;2.52;20
Takhtamygda;RU;Russian federation;2015707;Takhtamygda;RU;123.57;54.1;-27.53;49;1.07;32
La ronge;CA;Canada;6050066;La Ronge;CA;-105.3;55.1;-17.0;77;4.1;90
San patricio;MX;Mexico;3985168;San Patricio;MX;-104.7;19.22;26.77;75;1.42;0
Polis;CY;Cyprus;146137;Polis;CY;32.42;35.04;12.0;71;4.1;75
Matay;EG;Egypt;352628;Matay;EG;30.79;28.42;6.0;61;2.52;0
Beterou;BJ;Benin;2395127;Beterou;BJ;2.26;9.2;30.72;38;1.27;0
Etampes;FR;France;3019459;Etampes;FR;2.15;48.43;3.34;86;3.1;0
Quesnel;CA;Canada;6115187;Quesnel;CA;-122.49;52.98;-7.0;92;1.0;75
Tasiilaq;GL;Greenland;3424607;Tasiilaq;GL;-37.64;65.61;-5.0;57;7.7;92
Taikang;CN;China;2034600;Taikang;CN;124.44;46.86;-18.83;59;2.17;0
Cayenne;GF;French guiana;3382160;Cayenne;GF;-52.33;4.94;28.0;69;4.6;75
Marinette;US;United states of america;5261852;Marinette;US;-87.63;45.1;-6.75;67;4.1;75
Guymon;US;United states of america;5515743;Guymon;US;-101.48;36.68;9.64;37;3.6;1
Qeshm;IR;Iran (islamic republic of);119374;Qeshm;IR;56.27;26.96;21.49;78;3.1;8
Yar-sale;RU;Russian federation;1486321;Yar-Sale;RU;70.83;66.83;-28.48;84;3.57;24
Pochinok;RU;Russian federation;508606;Pochinok;RU;32.44;54.4;-12.26;81;1.27;44
Mao;TD;Chad;2428394;Mao;TD;15.31;14.12;21.65;27;3.12;0
Pevek;RU;Russian federation;2122090;Pevek;RU;170.27;69.7;-12.83;72;9.92;0
Zemio;CF;Central african republic;235826;Zemio;CF;25.13;5.02;22.47;79;1.27;0
Marsa matruh;EG;Egypt;352733;Marsa Matruh;EG;27.25;31.35;10.0;66;3.1;0
Amasia;AM;Armenia;616971;Amasia;AM;43.79;40.96;-11.0;78;0.5;24
Seymchan;RU;Russian federation;2121373;Seymchan;RU;152.39;62.93;-31.01;68;1.27;56
Yilan;CN;China;2038572;Yilan;CN;129.52;43.11;-13.78;75;1.22;0
Awjilah;LY;Libya;88533;Awjilah;LY;21.3;29.14;10.6;37;3.02;0
Melfort;CA;Canada;6071876;Melfort;CA;-104.61;52.87;-14.0;84;4.6;90
Baculin;PH;Philippines;1729469;Baculin;PH;126.58;7.45;23.0;100;3.27;88
Istanbul;TR;Turkey;745044;Istanbul;TR;28.95;41.01;12.57;76;8.2;75
Laguna de perlas;NI;Nicaragua;3618522;Pearl Lagoon;NI;-83.67;12.34;29.0;70;2.1;40
Stantsionno-oyashinskiy;RU;Russian federation;1491055;Stantsionno-Oyashinskiy;RU;83.82;55.47;-17.73;75;2.97;56
Rincon;US;United states of america;4218882;Rincon;US;-81.24;32.3;10.93;34;3.1;40
Fredericksburg;US;United states of america;4760059;Fredericksburg;US;-77.46;38.3;2.43;37;5.1;1
Aksarka;RU;Russian federation;1512019;Aksarka;RU;67.8;66.56;-36.16;59;1.07;8
Port-cartier;CA;Canada;6111696;Port-Cartier;CA;-66.88;50.03;-6.0;79;5.7;90
Kankakee;US;United states of america;4898182;Kankakee;US;-87.86;41.12;-4.14;47;3.57;90
Constitucion;MX;Mexico;4011743;Constitucion;MX;-104.67;23.99;20.0;24;3.1;5
Chambas;CU;Cuba;3564394;Chambas;CU;-78.91;22.19;23.0;83;2.6;75
Mino;JP;Japan;1857062;Mino;JP;136.91;35.54;2.0;80;1.0;75
Malabo;GQ;Equatorial guinea;2309527;Malabo;GQ;8.78;3.75;27.0;83;2.6;20
Onoda;JP;Japan;1854018;Onoda;JP;131.18;34.0;5.73;57;3.1;75
Remedios;CU;Cuba;3542455;Remedios;CU;-79.55;22.5;23.0;56;4.1;75
Todos santos;MX;Mexico;3981432;Todos Santos;MX;-110.23;23.45;23.51;73;2.1;5
Phalodi;IN;India;1259813;Phalodi;IN;72.36;27.13;13.6;54;3.47;0
Soroti;UG;Uganda;226234;Soroti;UG;33.61;1.71;24.17;35;6.27;0
San andres;CO;Colombia;7522928;San Andres;CO;-76.58;8.22;30.0;66;5.1;20
Tagusao;PH;Philippines;1684245;Tagusao;PH;117.81;9.19;24.02;100;2.62;88
Dickson;US;United states of america;4618057;Dickson;US;-87.39;36.08;0.8;47;3.6;1
Butaritari;KI;Kiribati;2110227;Butaritari;KI;172.79;3.07;29.35;100;5.27;56
Haines junction;CA;Canada;5969025;Haines Junction;CA;-137.51;60.75;-41.86;0;0.87;8
Zhangzhou;CN;China;1785018;Zhangzhou;CN;117.65;24.51;17.0;93;1.0;75
Klaksvik;FO;Faroe islands;2618795;Klaksvik;FO;-6.59;62.23;8.0;93;8.7;0
Troitskoye;RU;Russian federation;1489209;Troitskoye;RU;84.68;52.98;-14.51;81;1.87;64
Fairbanks;US;United states of america;5861897;Fairbanks;US;-147.72;64.84;-31.73;75;1.52;75
Garowe;SO;Somalia;58933;Garowe;SO;48.48;8.41;22.4;53;4.22;24
Gelemso;ET;Ethiopia;337010;Gelemso;ET;40.52;8.81;10.0;58;1.57;0
Malabo;GQ;Equatorial guinea;2309527;Malabo;GQ;8.78;3.75;27.0;83;2.6;20
Oppdal;NO;Norway;3143513;Oppdal;NO;9.69;62.6;1.12;89;5.47;56
Yuzhno-kurilsk;RU;Russian federation;2119447;Yuzhno-Kurilsk;RU;145.86;44.03;-2.13;100;12.02;24
Hasaki;JP;Japan;2112802;Hasaki;JP;140.83;35.73;-1.17;59;3.1;20
Isiro;CD;Congo (democratic republic of the);215771;Isiro;CD;27.62;2.77;24.02;59;1.77;0
Rapar;IN;India;1258406;Rapar;IN;70.65;23.57;12.67;69;2.02;0
Bardiyah;LY;Libya;80509;Bardiyah;LY;25.09;31.76;15.32;90;6.77;0
Guozhen;CN;China;1927639;Guozhen;CN;113.14;29.3;3.57;100;2.02;92
Williston;US;United states of america;5692947;Williston;US;-103.62;48.15;-1.08;59;3.1;1
Mehamn;NO;Norway;778707;Mehamn;NO;27.85;71.03;-0.32;88;10.3;75
Diapaga;BF;Burkina faso;2361373;Diapaga;BF;1.79;12.07;27.85;39;1.22;0
Bosaso;SO;Somalia;64013;Bosaso;SO;49.18;11.28;23.47;100;3.32;8
Khingansk;RU;Russian federation;2022454;Khingansk;RU;131.18;49.12;-25.03;58;1.72;0
Banda aceh;ID;Indonesia;1215502;Banda Aceh;ID;95.32;5.56;24.67;96;1.57;80
Shieli;KZ;Kazakhstan;1524801;Shieli;KZ;66.74;44.18;-2.63;90;5.47;20
Lichuan;CN;China;1803782;Lichuan;CN;108.94;30.3;-0.23;97;0.52;92
Tiksi;RU;Russian federation;2015306;Tiksi;RU;128.87;71.64;-37.58;67;1.42;44
Kloulklubed;PW;Palau;7671223;Kloulklubed;PW;134.26;7.04;26.0;83;5.1;90
Lompoc;US;United states of america;5367788;Lompoc;US;-120.46;34.64;12.38;87;1.32;40
Saint-marc-des-carrieres;CA;Canada;6138719;Saint-Marc-des-Carrieres;CA;-72.05;46.68;-2.58;67;7.2;90
Ust-kuyga;RU;Russian federation;2013921;Ust-Kuyga;RU;135.55;70.0;-40.41;88;1.67;68
Katsuura;JP;Japan;1865309;Katsuura;JP;134.5;33.93;9.0;88;7.2;40
Yellowknife;CA;Canada;6185377;Yellowknife;CA;-114.38;62.45;-26.0;75;5.7;75
Toktogul;KG;Kyrgyzstan;1538648;Toktogul;KG;72.95;41.87;-18.93;63;0.72;32
Zaysan;KZ;Kazakhstan;1517060;Zaysan;KZ;84.87;47.47;-8.38;94;1.17;80
Udachnyy;RU;Russian federation;2014624;Udachnyy;RU;112.4;66.42;-36.43;57;1.12;20
Beringovskiy;RU;Russian federation;2126710;Beringovskiy;RU;179.32;63.05;-6.08;93;11.27;88
Mathbaria;BD;Bangladesh;1185239;Mathbaria;BD;89.96;22.29;14.27;88;1.77;0
Teya;RU;Russian federation;1489656;Teya;RU;92.63;60.37;-20.41;52;3.22;32
Hinton;CA;Canada;5975503;Hinton;CA;-117.57;53.4;-9.33;92;1.67;0
Awjilah;LY;Libya;88533;Awjilah;LY;21.3;29.14;10.6;37;3.02;0
Plouzane;FR;France;2986626;Plouzane;FR;-4.62;48.38;4.19;80;2.1;0
Kotelnich;RU;Russian federation;543737;Kotelnich;RU;48.34;58.31;-9.01;89;3.12;88
Kulhudhuffushi;MV;Maldives;1337613;Kulhudhuffushi;MV;73.07;6.62;27.65;100;2.57;0
Sirnak;TR;Turkey;300640;Sirnak;TR;42.46;37.52;-14.51;61;1.37;32
Bethel;US;United states of america;5880568;Bethel;US;-161.76;60.79;-27.22;72;5.7;1
Kudahuvadhoo;MV;Maldives;1337607;Kudahuvadhoo;MV;72.89;2.67;25.07;100;3.47;56
Maniitsoq;GL;Greenland;3421982;Maniitsoq;GL;-52.9;65.42;-12.78;100;3.77;8
Bathsheba;BB;Barbados;3374083;Bathsheba;BB;-59.52;13.22;28.0;69;6.7;20
Nedumangad;IN;India;1261553;Nedumangad;IN;77.0;8.61;26.0;88;1.0;20
Ilmajoki;FI;Finland;656740;Ilmajoki;FI;22.58;62.73;-0.35;92;5.1;90
Saint-pierre;PM;Saint pierre and miquelon;3424934;Saint-Pierre;PM;-56.17;46.77;3.0;93;2.6;90
Vestmannaeyjar;IS;Iceland;3412093;Vestmannaeyjar;IS;-20.27;63.44;5.0;80;2.6;90
Yushu;CN;China;2033242;Yushu;CN;126.53;44.84;-19.58;50;1.12;0
Sao filipe;CV;Cabo verde;3374210;Sao Filipe;CV;-24.5;14.9;23.22;92;7.17;92
Bougouni;ML;Mali;2459775;Bougouni;ML;-7.49;11.42;30.62;20;2.42;0
Kondinskoye;RU;Russian federation;1502697;Kondinskoye;RU;67.41;59.65;-26.51;47;1.22;56
Havre-saint-pierre;CA;Canada;5972291;Havre-Saint-Pierre;CA;-63.6;50.23;-3.0;86;8.7;75
Medvezhyegorsk;RU;Russian federation;527888;Medvezhyegorsk;RU;34.47;62.92;-10.23;86;3.07;48
Linqiong;CN;China;1803365;Linqiong;CN;103.46;30.42;6.0;81;2.0;44
Alexandria;EG;Egypt;361058;Alexandria;EG;29.89;31.2;11.45;71;1.0;0
Lazarev;RU;Russian federation;2123836;Lazarev;RU;141.51;52.23;-15.61;63;5.07;56
Jiuquan;CN;China;1280957;Jiuquan;CN;98.49;39.73;-25.13;32;1.07;20
Snezhnogorsk;RU;Russian federation;795243;Snezhnogorsk;RU;33.23;69.19;-7.0;85;5.0;75
Cravo norte;CO;Colombia;3685702;Cravo Norte;CO;-70.2;6.3;34.85;39;5.72;8
Fallon;US;United states of america;5681948;Fallon;US;-105.12;46.84;1.7;63;3.6;1
Leningradskiy;RU;Russian federation;2123814;Leningradskiy;RU;178.42;69.38;-14.91;95;9.87;76
Istanbul;TR;Turkey;745044;Istanbul;TR;28.95;41.01;12.57;76;8.2;75
Korla;CN;China;1529376;Korla;CN;86.15;41.76;-14.43;86;1.42;48
San juan;US;United states of america;4726440;San Juan;US;-98.16;26.19;21.58;56;2.1;90
Gilgit;PK;Pakistan;1178338;Gilgit;PK;74.31;35.92;-11.38;89;0.17;88
Krasnogorskoye;RU;Russian federation;542356;Krasnogorskoye;RU;52.5;57.7;-10.41;76;3.57;76
Salama;HN;Honduras;3602603;Salama;HN;-86.57;14.83;24.02;61;2.92;0
Jalu;LY;Libya;86049;Jalu;LY;21.55;29.03;9.77;35;2.77;0
Axioupoli;GR;Greece;736661;Axioupoli;GR;22.54;40.99;2.0;93;1.0;75
Tommot;RU;Russian federation;2015179;Tommot;RU;126.27;58.97;-19.61;70;1.52;76
Taikang;CN;China;2034600;Taikang;CN;124.44;46.86;-18.83;59;2.17;0
Gilgit;PK;Pakistan;1178338;Gilgit;PK;74.31;35.92;-11.38;89;0.17;88
Callaway;US;United states of america;5024237;Callaway;US;-95.91;46.98;-8.33;55;4.1;1
Gombe;NG;Nigeria;2340451;Gombe;NG;11.16;10.28;24.0;44;0.97;0
Saint-maximin-la-sainte-baume;FR;France;2978100;Saint-Maximin-la-Sainte-Baume;FR;5.86;43.45;4.25;48;3.1;0
Galle;LK;Sri lanka;1246294;Galle;LK;80.22;6.04;25.25;100;1.07;12
Kavali;IN;India;1267394;Kavali;IN;79.99;14.91;18.02;89;2.07;0
Sebinkarahisar;TR;Turkey;739914;Sebinkarahisar;TR;38.42;40.29;-14.61;63;0.92;24
Paamiut;GL;Greenland;3421193;Paamiut;GL;-49.67;61.99;-1.83;100;3.12;80
Zabid;YE;Yemen;69559;Zabid;YE;44.5;14.2;8.87;27;2.32;32
Longyan;CN;China;1802276;Longyan;CN;117.03;25.1;15.5;100;0.82;92
Norman wells;CA;Canada;6089245;Norman Wells;CA;-126.83;65.28;-36.0;73;3.6;90
Sistranda;NO;Norway;3139597;Sistranda;NO;8.83;63.73;7.0;81;15.9;75
Sigli;ID;Indonesia;1213821;Sigli;ID;95.96;5.38;25.42;92;2.32;20
Boromo;BF;Burkina faso;2362150;Boromo;BF;-2.93;11.74;28.37;37;1.22;0
Alizai;PK;Pakistan;1168197;Alizai;PK;71.55;33.94;10.0;61;3.1;75
Tromso;NO;Norway;3133895;Tromso;NO;18.96;69.65;-0.58;94;6.2;75
Sogne;NO;Norway;3137971;Sogne;NO;7.82;58.08;4.0;100;3.6;0
Dickson;US;United states of america;4618057;Dickson;US;-87.39;36.08;0.8;47;3.6;1
Qaqortoq;GL;Greenland;3420846;Qaqortoq;GL;-46.03;60.72;-2.48;96;3.12;92
Halifax;CA;Canada;6324729;Halifax;CA;-63.58;44.65;2.0;69;4.6;75
Shingu;JP;Japan;1847947;Shingu;JP;135.99;33.72;10.25;100;7.72;0
Sibolga;ID;Indonesia;1213855;Sibolga;ID;98.78;1.74;19.92;100;0.62;36
Thompson;CA;Canada;6165406;Thompson;CA;-97.86;55.74;-21.0;76;2.1;90
Sarkand;KZ;Kazakhstan;1519691;Sarkand;KZ;79.91;45.41;-8.93;83;1.17;36
Saint-maximin-la-sainte-baume;FR;France;2978100;Saint-Maximin-la-Sainte-Baume;FR;5.86;43.45;4.25;48;3.1;0
Savannah bight;HN;Honduras;3601402;Savannah Bight;HN;-85.85;16.45;27.0;74;1.5;40
Rudnogorsk;RU;Russian federation;2017378;Rudnogorsk;RU;103.75;57.27;-7.88;83;3.12;64
Ilmajoki;FI;Finland;656740;Ilmajoki;FI;22.58;62.73;-0.35;92;5.1;90
Bajram curri;AL;Albania;781171;Bajram Curri;AL;20.08;42.36;-6.13;89;0.77;92
Lagos;PT;Portugal;2267226;Lagos;PT;-8.67;37.1;13.0;71;4.1;0
Aksarka;RU;Russian federation;1512019;Aksarka;RU;67.8;66.56;-36.16;59;1.07;8
Petropavlovsk-kamchatskiy;RU;Russian federation;2122104;Petropavlovsk-Kamchatskiy;RU;158.65;53.05;-18.0;77;3.0;8
Nikolskoye;RU;Russian federation;546105;Nikolskoye;RU;30.79;59.7;-5.0;85;3.0;90
Havoysund;NO;Norway;779622;Havoysund;NO;24.66;71.0;0.5;86;12.9;75
Miramar;MX;Mexico;4005539;Miramar;MX;-103.45;20.64;21.0;35;2.6;5
Nichinan;JP;Japan;1855476;Nichinan;JP;131.31;31.65;7.47;100;2.77;80
Halifax;CA;Canada;6324729;Halifax;CA;-63.58;44.65;2.0;69;4.6;75
Bela;PK;Pakistan;1182998;Bela;PK;66.31;26.23;11.62;91;1.62;0
Ust-kuyga;RU;Russian federation;2013921;Ust-Kuyga;RU;135.55;70.0;-40.41;88;1.67;68
Qeshm;IR;Iran (islamic republic of);119374;Qeshm;IR;56.27;26.96;21.49;78;3.1;8
Kangasala;FI;Finland;654441;Kangasala;FI;24.07;61.46;-6.63;100;4.6;90
Santa cruz del sur;CU;Cuba;3537840;Santa Cruz del Sur;CU;-78.0;20.71;27.4;73;2.07;8
Zawiercie;PL;Poland;3080526;Zawiercie;PL;19.43;50.48;-5.0;92;3.6;75
Longyan;CN;China;1802276;Longyan;CN;117.03;25.1;15.5;100;0.82;92
Bilibino;RU;Russian federation;2126682;Bilibino;RU;166.44;68.06;-17.61;61;2.12;8
Fort collins;US;United states of america;5577147;Fort Collins;US;-105.07;40.55;11.06;29;3.1;1
Ouadda;CF;Central african republic;236901;Ouadda;CF;22.4;8.07;23.92;48;2.82;0
Ponta do sol;CV;Cabo verde;3374346;Ponta do Sol;CV;-25.09;17.2;24.0;53;12.3;20
Hearst;CA;Canada;5973108;Hearst;CA;-83.67;49.69;-18.61;58;3.37;0
Bani walid;LY;Libya;2218840;Bani Walid;LY;14.0;31.76;11.35;27;4.52;0
Shakhtinsk;KZ;Kazakhstan;1519333;Shakhtinsk;KZ;72.59;49.71;-23.0;76;3.0;0
Upernavik;GL;Greenland;3418910;Upernavik;GL;-56.15;72.79;-20.68;100;0.97;8
Asyut;EG;Egypt;359783;Asyut;EG;31.19;27.18;13.0;54;6.2;0
San-pedro;CI;Côte d'ivoire;2282006;San-Pedro;CI;-6.64;4.75;28.25;78;4.07;0
Igrim;RU;Russian federation;1505965;Igrim;RU;64.42;63.19;-25.03;62;3.12;8
Porto novo;CV;Cabo verde;3374336;Porto Novo;CV;-25.06;17.02;25.0;47;12.3;0
Wamba;CD;Congo (democratic republic of the);204318;Wamba;CD;27.99;2.14;25.85;51;2.22;0
Sabang;ID;Indonesia;1623502;Sabang;ID;120.82;1.17;27.25;100;3.22;0
Chambas;CU;Cuba;3564394;Chambas;CU;-78.91;22.19;23.0;83;2.6;75
Shingu;JP;Japan;1847947;Shingu;JP;135.99;33.72;10.25;;7.72;0
Sibolga;ID;Indonesia;1213855;Sibolga;ID;98.78;;19.92;100;0.62;36
Thompson;CA;Canada;6165406;Thompson;CA;-97.86;55.74;-21.0;76;;90
Sarkand;KZ;Kazakhstan;1519691;Sarkand;KZ;79.91;45.41;-8.93;83;1.17;
Saint-maximin-la-sainte-baume;FR;France;2978100;Saint-Maximin-la-Sainte-Baume;FR;;43.45;4.25;48;3.1;0
Anaco;VE;Venezuela (bolivarian republic of);3486270;Anaco;VE;-64.46;9.43;32.42;36;5.57;36
Celestun;MX;Mexico;3531368;Celestun;MX;-90.4;20.87;23.47;98;8.17;20
Khingansk;RU;Russian federation;2022454;Khingansk;RU;131.18;49.12;-25.03;58;1.72;0
El tigre;VE;Venezuela (bolivarian republic of);3641351;El Tigre;VE;-64.25;8.89;32.5;36;5.72;36
Makat;KZ;Kazakhstan;608872;Makat;KZ;53.35;47.65;-8.23;92;1.52;92
Muroto;JP;Japan;1856392;Muroto;JP;134.14;33.37;4.72;100;3.87;0
Bondo;CD;Congo (democratic republic of the);218253;Bondo;CD;23.69;3.81;28.22;44;2.07;0
Komsomolskiy;RU;Russian federation;1486910;Komsomolskiy;RU;63.78;67.55;-26.68;47;3.67;32
Havelock;US;United states of america;4470244;Havelock;US;-76.9;34.88;5.23;36;8.2;1
Esil;KZ;Kazakhstan;1524296;Esil;KZ;66.41;51.96;-23.01;50;2.67;44
Saint-augustin;CA;Canada;6138501;Saint-Augustin;CA;-73.98;45.63;-6.64;57;4.6;90
Zyryanka;RU;Russian federation;2119283;Zyryanka;RU;150.89;65.73;-32.51;41;1.07;44
Westford;US;United states of america;4955219;Westford;US;-71.44;42.58;-0.35;53;8.2;75
Hirara;JP;Japan;1862505;Hirara;JP;125.28;24.8;21.77;100;4.52;88
Iralaya;HN;Honduras;3608828;Iralaya;HN;-83.23;15.0;27.25;78;4.12;68
Hare bay;CA;Canada;5970873;Hare Bay;CA;-53.99;48.86;-1.0;100;3.6;90
Luancheng;CN;China;1802204;Luancheng;CN;114.65;37.88;-6.0;67;0.97;76
Onega;RU;Russian federation;515246;Onega;RU;38.09;63.91;-7.23;92;5.87;68
Xichang;CN;China;1789647;Xichang;CN;102.25;27.88;6.37;27;1.17;0
Praia da vitoria;PT;Portugal;3372760;Praia da Vitoria;PT;-27.07;38.73;14.0;82;9.37;40
Magadan;RU;Russian federation;2123628;Magadan;RU;150.8;59.56;-17.08;100;4.27;0
Snezhnogorsk;RU;Russian federation;795243;Snezhnogorsk;RU;33.23;69.19;-7.0;85;5.0;75
Nouadhibou;MR;Mauritania;2377457;Nouadhibou;MR;-17.03;20.93;20.0;56;6.7;0
Bouza;NE;Niger;2446466;Bouza;NE;6.04;14.42;23.77;47;1.42;0
Roald;NO;Norway;3141667;Roald;NO;6.12;62.58;7.32;87;9.8;75
Yerky;UA;Ukraine;701075;Yerky;UA;33.53;49.93;-1.86;94;3.47;92
Nawabganj;IN;India;1261642;Nawabganj;IN;82.14;26.86;9.22;90;1.82;0
Gambela;ET;Ethiopia;337405;Gambela;ET;34.59;8.25;18.4;73;0.97;0
Kirkwall;GB;United kingdom of great britain and northern ireland;2645198;Kirkwall;GB;-2.96;58.98;9.0;87;8.2;75
Bontang;ID;Indonesia;1648186;Bontang;ID;117.47;0.12;27.6;97;5.27;0
Sitka;US;United states of america;4267710;Sitka;US;-99.65;37.17;9.82;43;7.27;24
Varhaug;NO;Norway;3132644;Varhaug;NO;5.65;58.61;5.0;93;1.5;90
Berlevag;NO;Norway;780687;Berlevag;NO;29.09;70.86;-1.64;100;18.0;90
Shelburne;CA;Canada;6145890;Shelburne;CA;-80.2;44.08;-6.54;85;6.2;90
Skibbereen;IE;Ireland;2961459;Skibbereen;IE;-9.27;51.55;9.0;100;1.0;75
Novobirilyussy;RU;Russian federation;1508260;Novobirilyussy;RU;90.69;56.95;-14.78;75;3.22;48
Tura;RU;Russian federation;2014833;Tura;RU;100.22;64.27;-22.26;45;2.67;36
Chumikan;RU;Russian federation;2025256;Chumikan;RU;135.31;54.72;-20.68;55;4.52;0
Fortuna;US;United states of america;5563839;Fortuna;US;-124.16;40.6;13.93;100;6.2;90
The valley;AI;Anguilla;3573374;The Valley;AI;-63.06;18.22;26.53;65;4.6;20
Soderhamn;SE;Sweden;2676224;Soderhamn;SE;17.06;61.3;0.12;81;5.12;92
Okha;IN;India;1261066;Okha;IN;69.06;22.47;19.97;100;3.47;0
Los llanos de aridane;ES;Spain;2514651;Los Llanos de Aridane;ES;-17.92;28.66;18.0;59;1.0;75
Seoul;KR;Korea (republic of);1835848;Seoul;KR;126.98;37.57;-1.59;62;1.07;75
